Text,Sub-task A
She needs to be deported back to her adopted homeland -- Pakistan.,NAG
"after 75 years of loot, someone is trying to do something good. it sems doing
good for the country is unforgivable, specifically if its modi. who is this
arundhati roy, what is she? what makes her think that she is an activist?
shame shame.",CAG
Kick her out to pak,OAG
I love your critical thinking how you focus on details keep it up bro,NAG
Sir Do review of jersey movie,NAG
"She has come to awaken Indian society before it's too late when Indian
constitution get strangulated by Manuvadis",NAG
"Nice,vdoe",NAG
Awesome..,NAG
"You are always awesome,Shwetabh!! Genuine review! This generation really need
you so much .....",NAG
Superbb man!!,NAG
Sir your take on URI the surgical strike,NAG
"I am a man but I am a lesbian by heart and I was born like that. So, any
lesbian girl, who'll be interested?",CAG
Peaks of Hypocrisy but why??🤔,NAG
"First understand what is 377  
377 act was illegalize for same sex but 377 decriminalige for lgbt people that
mean same sex not criminal for boy to boy girl to girl and they can live
together always.",NAG
I love momota didi,NAG
which pailes,NAG
"I didn't watch it.
Yet
And I am not interested no more.😎",NAG
"Honestly speaking Japanese anime are motivating and gives me life lessons than
this garbage bollywood movies",OAG
"I love my india.. I love indian people because they like my brother and
sisters indian is my home... I don't like lesbian and lesbianisim but respect
and love them as a woman and a human... And nothing.. 😒😒😒",NAG
"Proud of Being a Muslim and a Pakistani.Indian Human are out of my mind...LOL  
Pakistan Zindabad",CAG
Bhai is in Beast mode.,NAG
"I can so relate to this movie with my life Brudda..Thankyou for Awesome
Review..I have given so many addictions to be with my Ex again",NAG
Such a bitch.,OAG
"Such good Hindi...  
Man really appreciate it.....",NAG
Eccentricity of bongs 😈.pak fan,NAG
"This movie was ruined by its climax...It would have been way better if kabir
comitted suicide because of depression or maybe would have moved on....Cause
no one returns in such a relationship after the occurrence of so much of
negative events...this could have been made a completely different and awesome
movie if it would have ended up like the way i said....But the climax made the
movie fucked up..  
  
Hit like and reply if you agree",NAG
Super vedio biii I love you bro,NAG
Kabir singh and de de pyar de are slap to feminist,OAG
"@The Undercover Rock Stars they depicts the reality of dark societies but
Kabir Singh is a complete imaginary character",NAG
Reply ur Instagram dm's,NAG
Sensibility to the power of infinity.,NAG
After bhagat singh jehangir is a national hero.,NAG
Interstellar great movie,NAG
True reviewer🙏,NAG
Best review of kabir singh,NAG
U are much negative,NAG
most fantastic review. Perfect!,NAG
"Sahii bhai sahii.. These hypocrites are trying to spoil the movie.. Chutiye
hai liberals & feminists wale..",OAG
Subha and jisu da just wow dance,NAG
"Yep he covered all the aspects  
Without being biased",NAG
make a video about Big Boss,NAG
1.7k dislikes by librandu dogs 😂... Sukooooon.....,CAG
Mone thaka kotha gulo kere nie bolle Mrinmoy da. Thank you,NAG
"Video ka Best
[#ज](http://www.youtube.com/results?search_query=%23%E0%A4%9C)्ञान👌👌💖💖😍  
[#Duration](http://www.youtube.com/results?search_query=%23Duration)
[13:10](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=13m10s) to 13.45#  
Pratik Sir.... Awesomeness Overloaded  
Real Fact# Relatable Sir..  
Salute 😢😢👍👍",NAG
Very true bro,NAG
**SUCHARITA = CHEAP FUCK**,OAG
Bollywood is a crap.. nepotism is on it's peak...see sensible things please,CAG
100% right,NAG
"It’s been 2 year now,please tell what happened bro ?",NAG
"Really now a days ayushmaan khurana one of the best realistic hero... Thank
you for mention this..",NAG
"Love your acting[#apu](http://www.youtube.com/results?search_query=%23apu)
biswas",NAG
"Arundhati can give her name as KUTTI. But can't suggest these names to illegal
immigrants mostly Muslims.",NAG
Hahaha ...break the chain dude 😂😂😂😂😂,NAG
"His films are meant for family audiences, he doesn’t do any vulgarity or adult
content films",NAG
Yea I agree with u,NAG
Feminists don't like STRONG ALPHA MALE CHARACTERS 🤣🤣🤣,CAG
She is anti national should be in jail,NAG
I love you ji,NAG
"I respect you brother ❤  
You are the definition of a true man ❤",NAG
Stupid story 😑😡,CAG
"Freedom of speech does not mean she'll provoke innocent people to come out and
give them name of Ranga and Billa. I'm amazed who the foolish has given her
the Booker Prize she's not worth it",NAG
best video i evr saw,NAG
Brave Guy,NAG
"Indian consititution say 📜📜📜📜📜  
Leave 100 🕴 criminal but dont arrest 1 👤innocent",NAG
"1 - no you are not.. he loves turly so he kissed her infront of family members
in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a clever desion !  
3 - she slapped so right reason lefting her in someone else arms for night
pleasure ..he could not get any information how she is ..& where is she !  
4 - one of the looser act it was she can't talk her family for own marriage
again here Kabir is moron didn't send their family to convey if his family not
agreed with this relationship so they both leave their home & got court
marriage simple ! Feminists absolutely right !",CAG
Great analysis,NAG
"As an Indian, I too feel he is right and it's because he is actually right.",NAG
send her to rehabilitation center,NAG
Vicary is really a good vicary.,NAG
<https://youtu.be/oJPyhghdVTk> watch sucharata roast,NAG
Yes sir its a good movie I watched it yesterday and shahid is mind blowing,NAG
"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG
"U're great sir ... Today I have watched Kabir Singh ... I agree with you being
a woman",NAG
"@Truthshallsetyoufree WTF are you doing boss!  
  
You are commenting that someone will deal with your shit in a video of channel
which says YOU ARE THE ULTIMATE BOSS.  
  
The YouTuber is trying to make these boys as ALPHA MALEs. And you are trying
to make them stupid people. That too, by telling that some one will take thier
sins!!!",NAG
True my friend,NAG
Thankx,NAG
"I did not see the movie. I am proud of it. Stay away from flimsy propaganda.
Focus on your career, parents, society and country. Rest all is illusion.",NAG
From today onward she will be called kungfu bitc?,NAG
U always talk same shit,OAG
Three people are speaking same time !!!,NAG
"Nupur Sharma ruined the debate. Why isn’t Arnab reducing her volume, like he
did for the Congress guy?😂  
Rather at [18:04](https://www.youtube.com/watch?v=n3d5IlngAMA&t=18m04s) ,
Arnab says “Nupur , please common yaar”",NAG
AR is not a patriot.,NAG
I was waiting for this video from a long time,NAG
"U r real man
I think
I love u
Will you marry me",NAG
"mr mangina would u like your own wife doing orgasmic scenes like in veere di
wedding. nahi na . to fir chup baitho",OAG
Righttt,NAG
Waiting for this video..best review.,NAG
"Am i the only one who haven't watched kabir singh?Although i have watched
arjun reddy.",NAG
God bless Jahangir sir !! Great job !!!!,NAG
They are eMoTiOns,NAG
You should have written spoiler alert in the review name.,NAG
"your views are biased,,,,,but the funny thing is you think its not biased",CAG
Most awaited video 😂😂😂😂,NAG
If you see her face in morning then you can't get food in whole day.,CAG
"Iam straight. Bt am really happy for u all, who r open minded about their
sexuality. And congrats for ur victory...",NAG
One sided debate.. bullshit,NAG
@Vidya Harish Bhandary She is a failed soft porn actress from the south,NAG
"She is possibly back in money collection (mean free flow of foreign money for
not doing any fruitful work like some of NGOs/ Rights organizations) mode
because her lifestyle must be getting affected. She cannot do anything
fruitful to earn money. So get into such acts of misleading so that her
flambouyant style of living is not affected.Channels are there whose attempts
are to build TRP around such persons",NAG
"Arnab is no longer the same anchor he used to be, before Republic TV. I don't
like watching him anymore, very bias news anchor.",NAG
@vipul bisht good for u!,NAG
"Kabir Singh is biggest chutiya character Sattu Rajkumar Rao (Shadi main jaroor
aana) is very motivational character",OAG
"Arundathi roy has no right to live in India, if she instigates violence
through through spreading her dangerous ideology. We Indians should not fall
for these kind of TRAITORS. PLEASE BEWARE OF THESE KIND OF PEOPLE. SPREAD
AWARENESS. WE NEED TO STOP THESE NON SENSE.",NAG
"You are very articulate in your language and thoughts. Well done and keep it
up.",NAG
"I watch your videos for my best future........................& it’s really
motivate me everyday..........🙂",NAG
I like gaysex,NAG
"[16:04](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=16m04s) exposition
device 🤣🤣😂",NAG
"Sir , another feminazi liberandi's rant on kabir singh.check it here,ppl r
bashing her left n ryt. See dis plz 😂 n dnt forget to dislike her video guys  
<https://youtu.be/C-lRyevxevA>",OAG
"Bro please make a video on
[#Bigboss](http://www.youtube.com/results?search_query=%23Bigboss)
craziness,.,.,.",NAG
Please do RAW ANALYSIS of Joker,NAG
@Gopal Adwani thank you 😎,NAG
"Just tell public that they will be excluded from all Govt schemes and
benefits.  
  
People will leave her in no time",NAG
NYC,NAG
💯 correct 😀😀😀🤞🤞🤞🤞,NAG
last is awesome,NAG
"Feminist are not bothered by water crisis, but bothered by Kabir Singh!",CAG
@Chambal Tigers I love you Hiro ji,NAG
"Very nyc videos awsm,,,,😊😊👌👌 inspiring me giving a very 2 gud msg in very
interesting &_funny... way for modern thinking ...which is to be  
In future you will be count as in list of best youtubers",NAG
"@Jharna Mahato Only those who know to love can love! Not everyone can love.
Don't disrespect anyone's love.",NAG
True👏,NAG
Joke,NAG
She openly instigated violence among minorities.,NAG
You will be a great filmy expert of India in future.,NAG
"I think against devil like randi arundati..we need to rise...kick there ass
and threw these dirty shit far away from our country.",NAG
"Movie name is Kabir Singh so the story is about Kabir so don't expect to see
other character's back story",NAG
Honest review ever👽,NAG
"Dear patriots, the very fact that such people hate India is a sign that we are
doing something right.",NAG
"Yes. Brother.  
Hidden sneaks are coming out.  
Now we are seeing who is who and what.  
Lets unite.",NAG
"<https://youtu.be/kBd57DyAmuo>  
Watch this really awesome",NAG
Well done bro😂,NAG
Bro please do review on Joker movie.,NAG
I was thinking why you haven't made a video on this topic,NAG
CAA has done one best thing... Shown the faces of the snakes we are feeding !!,NAG
"[13:39](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m39s) this is
absolutely correct we don't have that much time",NAG
Perfect boss,NAG
Tisa Akhter hi,NAG
Fantastic video,NAG
Fuck the leberal & feminist,OAG
Those who carry attitude like this guy (Shwetabh Gangwar) hit like,NAG
"Scott Adler his wife put false case on him because of which he spent 3 months
in jail.. after being released from prison , he immediately reached his in-
laws house and stabbed his mother inlaw, father in-law, brother in-law ,
sister in law and finally injured his wife critically.... I believe you got
the message..",NAG
Very nice video sir ..... Best one og yours.... Best reply to feminists😎,NAG
Mad ranu mandel,OAG
Nice...,NAG
Don't use abusive language,NAG
Nice video.,NAG
"I don't like movies like ""four more shots"", ""lust stories "" ""veere di wedding
"".. infact these movies are drugs to the girls in my POV  
But i have a few questions against this movie as well..  
Why did kabir warn the other boys to date her before asking her consent? What
if she did not like him? What if she did like someone else !",NAG
Time to leave India,NAG
Watch Gully Boy Shwetab Bhai ..... I bet you won't be disappointed,NAG
only Hrithik sir has best and different type of movies.,NAG
So sweet,NAG
"Bro..  
Do u remember ur video on kedarnath.. u really supported bollywood
[#love](http://www.youtube.com/results?search_query=%23love)..  
& now..  
U totally changed..😂😂  
  
& it's a movi..  
I think maturity need in people, they need to understand it's movi...  
& peope watch movi to refresh mind ..",NAG
Nice bro,NAG
first😒,NAG
"No one is more hated than the one who tells the truth.
-Plato

That's why this guy has less number of subscribers.....because he tells the
truth.",NAG
This vi,NAG
"who in their right mind likes another man's defecation whole that is
disgusting if you're gay smell your hand after you take a dump and tell me
that's what you love sick fucks",CAG
"Men and women are created for each other.Homosexuality is
[wrong.It](http://wrong.it/) is considered a sin in many religions.Delhi is
not the only place in the country.I am sure rest of the Indians dont support
homosexuality.Those people in the video probably supported coz camera is
ON!!Why did god create opposite gender for every living creature on earth?",NAG
"<https://www.google.com/amp/s/www.indiatoday.in/amp/crime/story/minor-raped-
inside-army-s-eastern-command-headquarter-in-kolkata-employee-
held-1552336-2019-06-19>",NAG
"Flavia and Neha Gupta are bloody scum on earth. These bitches should know, SC
hasn't scrapped this law. SC has only given some provisions. It is not anti-
women. It is against the misuse of this law.",OAG
he always do,NAG
Bro please do a movie review of The joker!,NAG
Best review,NAG
"[20:54](https://www.youtube.com/watch?v=n3d5IlngAMA&t=20m54s) detention centre
r being constructred free of cost????? adhaar is not a proof of citizenship
said by amit shah then why money wasted on this......",NAG
"[#nishakeyaghosh](http://www.youtube.com/results?search_query=%23nishakeyaghosh)  
Awesome👌👌",NAG
Excellent Review Pratik,NAG
"i hate it when one is unable to complete and is spoken over , cant understand
both sides. there should be some sort of mute button, and warning cards, on
debates like this.",NAG
Hmm okay,NAG
"who says ,, kabir singh is a ' MASTERPIECE'.
than what you think about these nonsense movies
interstallar
inception
dangal
bahubali",CAG
"We the people should take law in our own hands to punish these traitors..we
just can't depend on our judiciary , police and any political parties......
It's time to rebel against these anti national pigs and go the extent of
eliminating them",NAG
damm that intro sounds good,NAG
These Maxist Urban Naxals should be Jailed,NAG
"@smart prabudh dixit the problem with ""Indians"" is that they are very
emotional people. When a kid in his teens sees one of these so called
""romantic bollywood films"", it is bound to play with his mind.  
  
In this scenario, i certainly won't blame the directors or producers, because
I'm sure they may have great scripts, but the audience in India is such that
they dont want to see that. They don't support it, they dont like it. They
want to see that typical ""mirchi masala"" movie and they dont want to think
beyond that. In such a situation, the cinema industry has no option but to
comply with them.  
  
I think its high time we open up our narrow thinking. I saw Joker yesterday,
and oh boy was that a masterpiece. I find it hard to believe that we dont have
such brilliant ideas, but bringing it to the big screens is the biggest
problem. I can do nothing but hope that one day, bollywood moves on and gives
a chance to better projects. Kudos!",NAG
<https://youtu.be/ZA1KUkqxrdQ>,NAG
I really appreciate your thoughts on feminists.,NAG
Films and movies are better in their own place. It depends on us how perceive.,NAG
Best talking,NAG
"Jayaram Akkina  
I was about to write the same thing, imagine the same story written by someone
who is from Bollywood director, then it would be considered cult classic  
I am not saying Arjun Reddy/Kabir Singh is cult, but it was far better than
many movies called as hits.",CAG
Kasturi is another Arundati Roy. Both idiots,NAG
Holle,NAG
😂😂😂😂😂 seriously sir..u r genius..,NAG
"Every husband should show this video to their wife ""who are threatening to
file a false case on their husband""",NAG
"You are right dear... Bollywood shows completely rubbish content. Bollywood is
also responsible for love zihad",CAG
**boom**,NAG
"Shahid Kapoor has clearly said that this is a chutiya character. Its the
chutiya audience which glorifies it.",CAG
Iam agree with you bro 💯,NAG
Awesome 😘,NAG
"Nowadays these fake feminist's portrays women empowerment nothing but sex,
alcohol, multiple partners ect ..... Instead of education , employment, social
security and equality ....  
people like Sonam Kapoor, swara Bhaskar,sunny Leone are called feminist and
women like Arundhathi bhattacharya , Indra nuee, tessi thamos , Mary kom ,
ect..are not even recognized as true empowered women ....",OAG
"Yes correct. North india is the hell on earth. South India is heaven on earth.
Proud to be a south Indian. Hate north india",CAG
"I watched almost all your movie reviews and videos but in those movies you are
saying smoking and drinking is the symbol of poor lifestyle and I agree that
200% but not here Why????",NAG
Nice t shirt,NAG
"4 shots ,veere di wedding etc supports by feminists and liberals but not by
you and movies like kabir singh/Arjun Reddy is supported by u but not by
them..Actually both are wrong...those webseries shows sex, one night
stand,masturbation,multiple partner as women empowerment which is completely
wrong but here in Kabir singh Love is justified thing in movie but slapping a
girl, being rebel ,womaniser ,highly alcoholic and pagalpan is also not good
for indian audience to present because this movie may show only true love but
in real life these love turns out to be acid attack/rape,owner killing and
suicide in most cases . So, ideally both type of cinemas are not good to
support. we are not learning or getting something from these kind of
movies/webseries.",OAG
He is modi dog.godi media not usefull in india.,NAG
Sorry iam late😬,NAG
"Rather than being the Nice guy or the Bad boy( these are extremes) be the
Rational male.",NAG
These leftist are dangerous for country....not caa or NRC....,NAG
is she a lady or some witch?,CAG
Garbage Bollywood 😪,OAG
Viman light is not off.But night light is off but blue light is on,NAG
"Plz watch Telugu film
'Agent sai srinivas athreya'
In prime.",NAG
@Zaid Pathan HI ZAID,NAG
my no 9521480164,NAG
She is Kung-fu Kuttiyaa.... lol,NAG
"Thats so cute when he gave him a drink in bed 🛏️. I'm glad to hear that he
interesting boy.",NAG
"@DEV SHARMA He keeps his point of view and i love to hear tht...  
We can truly see how people's perception changes through memes and shitty
posts.  
And i agree with you it was something new to see a psychic character and
shahid potrayed it brilliantly  
I jst disagreed with the frst point you stated",NAG
Nice video Bahi,NAG
"Sir you have guts.. That's why I like you so much.. You are so honest
person...",NAG
Your body language and expression is too superb wel all the best🤗🤗🤗👍👍👍,NAG
8250181044 nach,NAG
"Hi pratik, usually i do not comment on youtube videos  
But i have been following u n watching ur videos for a long time  
Kuddos for making these videos  
Those who call themselves feminist are not feminist at all  
I'm sure that they do not even know the meaning of feminism  
One example is Sonam Kapoor, she says that she is a feminist, but do her
movies portray and show the concept of feminism  
No, they do not !  
The fact is they are the ones who are ruining the name of feminism and those
who are really working for equality for both genders",OAG
"Totally agree with you Pratik👍👍👍 I am also telling these things after watching
this movie",NAG
Awsm video,NAG
"Hollywood is more complicated. In late 80s and 90's female character in movies
are represented as sex objects nothing more. Hollywood produce more volger
movies. Even today American are not very much interested in frmale oriented
movies that is why female centric flims fail meserabiliy at box office.
Preeti character like character can be seen in Hollywood movie eg bella from
twilight Anastasia from fifty shades of grey. These woman dont have standing
character they often under the influence pf their male partners. Such girls do
exist.
Kabir singh movie became controversial in north only the audience in south had
no problems with the movie.
There are lot of movies released with more sexual assaults and violance than
kabir singh then why everyone is after kabir singh.
Movies don't encourage violence their are lot of violence happen in real
world.
Flim is a media that represents to the audience that this type of violence do
occur.
Person with mental issues behave violently even with the influence of movie.
Blaming movie for mental issues is not right.",CAG
I am gay i won't a Life partner,NAG
Yes😄,NAG
"because of the false file cases the husbands lose his parents..who will pay
his loss? NCW? Indian govt?",CAG
Lunatic Fringe of Far Left .......a Waco,CAG
Nice porimone,NAG
She should be arrested,NAG
Best,NAG
The best review about Kabir singh,NAG
"[3:08](https://www.youtube.com/watch?v=prjuApkhDfY&t=3m08s) saurav :- rajdeep
tu arnab ha bhai hai kya .....",NAG
"do u know the details of the case ....  
isthe man in prison",NAG
"Feminism is the skidmark in the commode.. I.E - the brains of liberandus who
can't think for themselves .",OAG
This is the fucking true which today's generation pretend.....😡,CAG
"This Video should be on a trending list. And should be viewed more than this
F* ***** Kabir singh.",NAG
@Naughty World little bit over,NAG
"I advice RANDI...RANDY fr anudhiti Roy tell her name ...when officials come to
her door...... filthiest hore..",NAG
"Kabir Singh is a movie about a self-destructive man who also needs therapy and
anger management [classes.My](http://classes.my/) cousin forced me to watch
it,I was dying inside watching this shitty movie.",NAG
U need help. Go see a doctor,NAG
"Arnab you are always doing over action, a im shock how you became anchor. Shit",NAG
"What she has asked people is kinda non-cooperation movement in order to make
NRC unsuccessful. Nothing wrong in it.",NAG
"Movie thik he bas thodi lambi hogayi, 2 ghante me bhi dikha sakte the. Acting
bhi achi he. Lekin lead character ke baare me jo criticism he, that doesn't
make any sense. It is a movie and the character is a flawed one. How is that
so hard to get? Some people have a hard time understanding context.",NAG
"Arnab Goswami easily qualifies for top prize in presenting the worst
programmes on T.V and is foolish enough to call them debate !",NAG
"We all knew that the movie was a little over the top. The main issue was the
selective outrage from the Feminist brigade. They critise and discourage
certain movies that potray male lead characters as Dominant and vile. But at
the same time they encourage toxic female behaviours in movies . Who treat
Their male counterparts as DOG SHIT  
  
We somehow had to defend Kabir Singh  
There was no other way around",CAG
Hehehe ur way of talking in nice...u r true abt Bollywood,NAG
100% true sir,NAG
"Recently i watched DEAR ZINDIGI and i think that was damm awesome.. and i bet
uh can't even point out single mistake in story...",NAG
Only single sensible person in india about bollywood.respect from Pakistan.,NAG
"Four more shots please,veeri the wedding ka review karo😅😅😅",NAG
"@Devanshu Dodiya Exactly ......what is his problem with leila, four more shots
please.......just see a movie and enjoy it",CAG
Subhashree Mondal what,NAG
"yeah .....that's more dangerous....and this people become threat to others...
when their illusion breaks....😔",NAG
No view 107 likes this is the love of auditions 💙,NAG
Nicvideo,NAG
"aurundhati Roy, her ugliness pours out of her ugly mouth, watch ugly people
cheering her up...?",OAG
Eye opening video,NAG
"THIS LADY IS A BLOODY ANTI NATIONAL THROW HET IN BAY F BENGAL WITH ANOTHER'S
ANTI NATIONAL MAMTA.SEND KEJRIWAL ALSO AS BONUS",OAG
She should be thrown out of India..crap and crazy idiotic lady,OAG
weting for RX100movie,NAG
Ryt,NAG
"Indian Govt has to awake from dead sleep and take immediate action on this
criminal behaviour for instigating & misleading people and violation of Indian
law's .",NAG
"yeah but some people take movies seriously and try to adapt to the character
of the protagonist",NAG
Nice Comedy 👍,NAG
"Nice acting, special check shirt guy who went to collect the information, and
while hugging after bathroom story.....lol",NAG
"His POV is convincing enough. I'm just wondering how many people took back the
same thoughts home rather than thinking about acting like Kabir Singh in their
real lives without the ""responsibility Kabir showed towards his love &
profession"". How a person perceives a movie is a reflection of his thought
process. Some find greatness, where others don't",NAG
Thankyou so much,NAG
Like!,NAG
"it is nor char saal like your western sponsor, arundhati. it is paanch saal in
india. you are so drunk on your western compensation, you forget about indian
election time table. shame on you.",NAG
7003108725 my whats app number,NAG
"Where is review  
You are totally correct but talk about movie,acting and direction",CAG
Dada tomar voice supob r ja kotha gulo bolo 100% right,NAG
"Amazing 😍 video..
100%true .
Nyc thought.",NAG
Naeic video 😀😀,NAG
Bro u ar great,NAG
1st,NAG
"He is doing drugs consuming alcohol while surgery slapping his girlfriend for
no reason and talking shit about her parents beating anyone he want keeping a
girl in his hostel room presenting women as an object and u think there is
nothing wrong with the movie and for ur knowledge feminist is about treating
women equal as man not the shit you are talking about if you want to talk
about something talk about the real issues because of people like you women do
not feel safe in this male dominating society and by the way ur mother is also
a women",OAG
"true, Kabir Singh is such a trash movie......I truly judge everyone who likes
this movie",CAG
Stop,NAG
रंगा-बिल्ला is used as a synonym for Modi Amit shah quite long time,NAG
Yes..,NAG
Aashu Chopra Hii,NAG
Syria would be a good option. Her mother has some syrian roots. Good riddance.,NAG
Nices,NAG
Damn boring episode !!,NAG
"I can't understand why some guys are interested in lesbians 😂  
Let them live their lives and you live yours",CAG
shoes=ranu mondol,CAG
"That's what u can expect from a most realistic person ❤️  
  
Nailed it 🔥",NAG
"Consuming alcohol is cool  
😑",NAG
WTF this channel it's like fish market.....🤮,NAG
"I am speechless. What a horrid! Is it fierce lust or an act of underlaying
anger!?",NAG
Only here to dislike this randi,OAG
"Kabir Singh was a well made movie in terms of all crafts. Principles and art
shouldn't be seen together dumbos.",CAG
Yes nice,NAG
"Kabir Singh aggressively chases his maid to assault her. Takes out his knife
when the girl refuses to have sex with him. He also enters Preeti's classroom
& announces in front of everyone that she is his property. Ye sab problematic
behavior hai. Iss tarah ka behavior ko glorify karna ya phir just his anger
issue keh ke pass off kar dena sahi nhi hai. Do you have any idea about extent
of crime against women in India? These movies promote such asshole type
entitled behavior & are in a way responsible for violence against women. So
called liberals ki moral values ko judge karne se pehle khud ki values ko
evaluate karo if you are okay with all these. There is a reason why India is
one of the worse countries in the world for women. Think about it aur apne iss
fake victimhood se bahar niklo.",OAG
very nice,NAG
Don't call rajdip you're batter journalist than him,NAG
"@Filmy Deewane sometime I also disagree with pratik (eg. Raazi movie )but
almost every time he is honest..  
I follow pratik because he is honest and his reviews are unbiased....  
We need more people like him, Vivek agnihotri, Anupam kher ji, sadhguru etc...  
These people are doing great by instilling indianism in fellow Indians.  
And yes entertainment always wins...  
No matter what librandus, fake feminists say.",CAG
He is krantikari for men's who suffer. For such false case,NAG
super video,NAG
well said :D,NAG
Hyy,NAG
Accorded right bro he has some serious issues with feminism,CAG
Nice vdieo,NAG
"It was a law which criminalised gay sex between two consenting adults but it
has been partially scraped so now homosexual sex is legal.",NAG
Go away goswami,NAG
"Worst was that despite knowing his drug, drinking and anger problems, his
friend offers his sister for marriage, lol! Apparently friends are more
important than blood relations. That too for friend who anyway treats him like
shit. Any decent brother wouldn't want his sister to marry such a guy.",CAG
"and you are a ONE Strategy Wonder,i.e Shouting",NAG
"You are here to review the film, performance of the actors, direction etc not
to justify the characters. Don't drag the feminist and liberals issues
everywhere.",CAG
Intro is back boyssss,NAG
"Don't spew negativity no money no money, u yourself saying iam poor thats what
the 90%indian mentality is all about.u spend money on film like saahoo and
chanting no money... What the fuck, u have no idea where to spent money as u r
student.. i would suggest freely be patient wait for the review and rating
then go and watch...tosser",NAG
Well done bro 👌,NAG
1684715663,NAG
Hii,NAG
Fack bong guy,CAG
"Chutiya movie..Shahid betichod only care about sex.. kiara is also only want
sex.. jhatu movie",CAG
"Bollywood Movie Makers:Copy+Paste=Profit and making indians chutiya ,oh ! They
already are..  
Just give them a copy paste and these assholes will laugh like a nigha in
theatres.",CAG
Best video I saw today 👍👍,NAG
m9512343392wp,NAG
"U r right sir👍
Love you 3000..",NAG
"<https://youtu.be/cPCwJx6XKs0>  
Kabir Singh podcast 👆",NAG
@Om Parkesh hello,NAG
Locan Ironman ok,NAG
Why don't you make a video on sherlock...what can we learn about it??,NAG
Writeee,NAG
"If any such movies like Kabir singh will release in future,my one & only
request to audience is to make them ""DISASTER"" in box office...please",NAG
200,NAG
First u sud hv watch,NAG
"By speaking such kind of foul language, Arundhati Roy has just exposed herself
and her irrational & illogical way of thinking.",NAG
That's what I wanted to say ...,NAG
"@Harsh Kumar  
Ahh, yes in that sense it is kinda like the old concepts 🙌🏻",NAG
Bed,NAG
"The way he said- ""break the chains dude"" 😂😂😂😂",NAG
The only two demerit of the movie was its length and over use of ciggarattes,NAG
"Pratik bhai i read the review of Hindustan times and even i cud feel the
happiness inside me feeling the how horrified ultre feminist reviewer was😂 god
they deserve more such slaps",OAG
Shahid is best 300cr blockbuster movie,NAG
"What people don't realize is that if Kabir Singh made you feel uncomfortable,
it was supposed to. It did exactly what it set out to do. With Arjun Reddy and
now Kabir Singh, the director Sandeep Vanga is only exhibiting a different
kind of genre by narrating the story from the perspective of a protagonist
who's grossly flawed. For once we are shown the film through the prism of grey
rather than the extremes of black or white. Because the story unfolds from his
perspective, Kabir thinks he's the right kind of man, always in the right,
wronged by circumstances and justifies his alcohol and substance abuse on the
same basis, which is typical of any addict. Throughout the duration of the
movie, he doesn't realize the fact that the fault lies solely with him. That
it's his nature that's rotten, not his destiny.  
  
  
Throughout the film, we are shown his downward spiral into insanity, almost
feeling a sense of suffocating hopelessness as though we too are infected by
his self-inflicted agony. Vijay/Shahid both did a great job in conveying this
torment in their respective renditions of the character. This misery continues
till the very end, up to the point where we as an audience have given up any
kind of hope of redemption for the protagonist, when he does a 360 degree turn
by finally acknowledging his problem and sets out to seek salvation. I didn't
find anything remotely wrong about this movie. The film doesn't in any way
glorify the character. On the contrary it makes you feel disgusted and
repulsed by him to the extent that you'd never even think of following his
lifestyle. You'd completely abhor it. Personally, speaking from experience, as
a person who's never had alcohol or consumed drugs or been a domineering
misogynist for that matter, the film rather than giving me a wrong message
instead made me all the more determined not to stray on to such a path. You
literally end up begging the character to mend his ways. The supporting
characters in the movie like Kabir's brother and his friends are all the while
trying to draw him out of his ruination but to no avail. This film is in fact
a very revolutionary step in Indian cinema, depicting a story about a flawed
man, languishing in a greyish-dark space rather than lily-white or pitch-
black. Usually our films don't go into that area. The film actually delivers a
positive message that you can start redeeming yourself even when you touch the
rock bottom of hell as long as you possess the will to do so. When Kabir is at
his lowest point after being debarred from his profession and having suffered
a personal tragedy, he is at the rock bottom of his pit and he has to make the
choice whether he wants to remain confined to the darkness of the pit for
eternity in a limbo or start climbing out of it. He does the latter and thus
the film after subjecting us to a lot of darkness and discomfiture for most of
its runtime leaves us with the teensiest glimmer of hope. Just like life.  
  
For all those who were unsettled and disturbed by the movie, as I said
earlier, it was supposed to make you feel so. The superlative acting and
technical expertise made the movie a worthwhile experience.  
  
  
I wish all these ultra-feminists and so-called liberals watch this movie with
an open mind and learn to accept a posture distinct from their own. Especially
since this breed cries hoarse when accusing the right wing of trying to
distort history and current narratives to impose their points of view, when
they are themselves intolerant to those of others. To deny that people like
Arjun Reddy/Kabir Singh exist, would be denying the harsh reality of society.
These are the same people who whoop and clap when Swara Bhaskar masturbates
and abuses her husband on screen.",NAG
No view but 207 likes😂😂😂😂😂😂😂😂🤣🤣🤣🤣,NAG
Why doesn't Raw or IB bump off such people.,NAG
"@mohammed anna brother the personality that he possessed in the clg topper of
d university clg ,clg football team captain nd anger no junior dare to stand
against him nd the scene totally supports his character in d movie",NAG
Wow!!! my thought match with you...you are doing well...,NAG
